									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.75	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	16.4	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.1	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.35	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.2	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	17.7	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	17.55	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	20.15	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.9	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.55	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	17.4	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.4	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.95	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.2	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	20.55	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	17.65	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	21	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	20	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.05	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.4	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.65	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	18.5	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	20.2	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.35	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	20.7	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	17.8	.	.	.	.
Rosenberg2000	.	.	pugnax	male	.	.	individual	.	19.15	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.35	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	15.65	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	16.7	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	12.6	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	16.65	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	16.7	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.95	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.65	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	16.35	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.7	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	13.25	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	20.5	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	20.3	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.85	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	13.05	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.3	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.3	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.2	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	20	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	16.75	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	20.4	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.75	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.75	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.8	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19.5	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.6	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.9	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	13.15	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	11.15	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19.35	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	15.1	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.45	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19.1	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	21.15	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.6	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	21.3	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.25	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.35	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.8	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.2	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	14.5	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	18.25	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	20.7	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	17.1	.	.	.	.
Rosenberg2000	.	.	pugilator	male	.	.	individual	.	19.5	.	.	.	.
Rosenberg2000	.	.	elegans	male	.	.	individual	.	20	.	.	.	.
Rosenberg2000	.	.	elegans	male	.	.	individual	.	19.6	.	.	.	.
Rosenberg2000	.	.	perplexa	male	.	.	individual	.	13.85	.	.	.	.
Rosenberg2000	.	.	perplexa	male	.	.	individual	.	15.4	.	.	.	.
Rosenberg2000	.	.	vomeris	male	.	.	individual	.	14.45	.	.	.	.
Rosenberg2000	.	.	vomeris	male	.	.	individual	.	14.85	.	.	.	.
Rosenberg2000	.	.	capricornis	male	.	.	individual	.	16.65	.	.	.	.
Rosenberg2000	.	.	capricornis	male	.	.	individual	.	22.45	.	.	.	.
Rosenberg2000	.	.	dampieri	male	.	.	individual	.	20.45	.	.	.	.
Rosenberg2000	.	.	dampieri	male	.	.	individual	.	19.5	.	.	.	.
Rosenberg2000	.	.	hirsutimanus	male	.	.	individual	.	15.4	.	.	.	.
Rosenberg2000	.	.	hirsutimanus	male	.	.	individual	.	14.35	.	.	.	.
Ruppert1988	Southeastern United States	.	pugilator	non-specified	rough values	.	mean	.	25	.	.	.	.
Ruppert1988	Southeastern United States	.	pugnax	non-specified	rough values	.	mean	.	23	.	.	.	.
Ruppert1988	Southeastern United States	.	minax	non-specified	rough values	.	mean	.	40	.	.	.	.
Ruppert1988	Northeastern Florida, USA	.	rapax	non-specified	rough values	.	mean	.	25	.	.	.	.
Saher2014	Pakistan	MRC&RC 6412/13 BRAC 757	iranica	male	.	.	mean	.	20.5	.	.	.	.
Saher2014	Pakistan	MRC&RC 6412/13 BRAC 757	iranica	female	.	.	mean	.	18	.	.	.	.
Shih2008.2	Magong City, Penghu, Taiwan	.	coarctata	male	.	.	individual	.	21.3	.	.	.	.
Shih2008.2	Citou, Penghu, Taiwan	.	coarctata	female	.	.	individual	.	21	.	.	.	.
Shih2010.2	Xunpu, Quanzhou, Fujian, China	MBMCAS 166374	acuta	male	.	.	individual	.	19.45	.	.	.	.
Shih2010.2	Xunpu, Quanzhou, Fujian, China	MBMCAS 166374	acuta	male	.	.	individual	.	24.26	.	.	.	.
Shih2010.2	Tai O, Hong Kong, China	NCHUZOOL 13349	acuta	male	.	.	individual	.	23.31	.	.	.	.
Shih2010.2	Sanya, Hainan Island, China	MBMCAS 166253	annulipes	male	.	.	individual	.	16.29	.	.	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13244	annulipes	female	.	.	individual	.	12.63	.	.	.	.
Shih2010.2	Fengcheng River, Jimo, Qingdao, Shandong, China	MBMCAS 166378	arcuata	male	.	.	individual	.	30.78	.	.	.	.
Shih2010.2	Tuandao Bay, Qingdao, Shandong, China	MBMCAS 166347	arcuata	male	.	.	individual	.	32.56	.	.	.	.
Shih2010.2	Nügukou, Chengyang, Qingdao, Shandong, China	MBMCAS 166346	arcuata	male	.	.	individual	.	23.47	.	.	.	.
Shih2010.2	Nügukou, Chengyang, Qingdao, Shandong, China	MBMCAS 166308	arcuata	female	.	.	individual	.	17.53	.	.	.	.
Shih2010.2	Xuejiadao, Huangdao, Qingdao, Shandong, China	MBMCAS 166344	arcuata	male	.	.	individual	.	23.98	.	.	.	.
Shih2010.2	Xuejiadao, Huangdao, Qingdao, Shandong, China	MBMCAS 166344	arcuata	male	.	.	individual	.	24.16	.	.	.	.
Shih2010.2	Xiaojiagui, Huangdao, Qingdao, Shandong, China	MBMCAS 166382	arcuata	male	.	.	individual	.	23.15	.	.	.	.
Shih2010.2	Xiaojiagui, Huangdao, Qingdao, Shandong, China	MBMCAS 166382	arcuata	male	.	.	individual	.	37.17	.	.	.	.
Shih2010.2	Sheyang, Yancheng, Jiangsu, China	MBMCAS 166309	arcuata	male	.	.	individual	.	22.06	.	.	.	.
Shih2010.2	Beikan, Rudong, Nantong, Jiangsu, China	MBMCAS 166392	arcuata	male	.	.	individual	.	31.8	.	.	.	.
Shih2010.2	Beikan, Rudong, Nantong, Jiangsu, China	MBMCAS 166392	arcuata	male	.	.	individual	.	33.15	.	.	.	.
Shih2010.2	Beikan, Rudong, Nantong, Jiangsu, China	MBMCAS 166392	arcuata	female	.	.	individual	.	29.82	.	.	.	.
Shih2010.2	Beikan, Rudong, Nantong, Jiangsu, China	MBMCAS 166392	arcuata	female	.	.	individual	.	32.2	.	.	.	.
Shih2010.2	Lianyun Harbor, Jiangsu, China	MBMCAS 166343	arcuata	male	.	.	individual	.	28.06	.	.	.	.
Shih2010.2	Yueqing, Wenzhou, Zhejiang, China	MBMCAS 166356	arcuata	male	.	.	individual	.	21.33	.	.	.	.
Shih2010.2	Yueqing, Wenzhou, Zhejiang, China	MBMCAS 166356	arcuata	male	.	.	individual	.	24.6	.	.	.	.
Shih2010.2	Ximendao, Yueqing, Wenzhou, Zhejiang, China	MBMCAS 166342	arcuata	male	.	.	individual	.	19.51	.	.	.	.
Shih2010.2	Tai O, Hong Kong, China	NCHUZOOL 13361	arcuata	female	.	.	individual	.	24.25	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13362	arcuata	male	.	.	individual	.	15.6	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13362	arcuata	male	.	.	individual	.	19.72	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13362	arcuata	female	.	.	individual	.	17.36	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13362	arcuata	female	.	.	individual	.	17.4	.	.	.	.
Shih2010.2	Qükou, Dongzhai Harbour, Hainan Island, China	MBMCAS 161685	arcuata	male	.	.	individual	.	31.25	.	.	.	.
Shih2010.2	Qinzhou, Guangxi, China	NCHUZOOL 13364	arcuata	female	.	.	individual	.	13.48	.	.	.	.
Shih2010.2	Yueqing, Wenzhou, Zhejiang, China	MBMCAS 166359	arcuata	male	.	.	individual	.	20.08	.	.	.	.
Shih2010.2	Longhai, Zhangzhou, Fujian, China	ZRC 2002.0564	arcuata	female	.	.	individual	.	25.41	.	.	.	.
Shih2010.2	Tai O, Hong Kong, China	NCHUZOOL 13360	arcuata	male	.	.	individual	.	30.83	.	.	.	.
Shih2010.2	Tai O, Hong Kong, China	NCHUZOOL 13360	arcuata	male	.	.	individual	.	34.47	.	.	.	.
Shih2010.2	Chiyu, Changle, Fuzhou, Fujian, China	MBMCAS 166307	borealis	male	.	.	individual	.	15.55	.	.	.	.
Shih2010.2	Chiyu, Changle, Fuzhou, Fujian, China	MBMCAS 166307	borealis	male	.	.	individual	.	18.63	.	.	.	.
Shih2010.2	Fuqing, Fuzhou, Fujian, China	NCHUZOOL 13180	borealis	male	.	.	individual	.	28.55	.	.	.	.
Shih2010.2	Fuqing, Fuzhou, Fujian, China	NCHUZOOL 13180	borealis	female	.	.	individual	.	27.83	.	.	.	.
Shih2010.2	Dongshan, Zhangzhou, Fujian, China	MBMCAS 166263	borealis	male	.	.	individual	.	22.67	.	.	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13365	borealis	male	.	.	individual	.	18.69	.	.	.	.
Shih2010.2	Wenchang, Hainan Island, China	NCHUZOOL 13384	borealis	male	.	.	individual	.	16.05	.	.	.	.
Shih2010.2	Wenchang, Hainan Island, China	NCHUZOOL 13384	borealis	female	.	.	individual	.	5.98	.	.	.	.
Shih2010.2	Gaode, Beihai, Guangxi, China	MBMCAS 161684	borealis	male	.	.	individual	.	16.12	.	.	.	.
Shih2010.2	Gaode, Beihai, Guangxi, China	MBMCAS 161684	borealis	male	.	.	individual	.	23.6	.	.	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13368	crassipes	male	.	.	individual	.	14.43	.	.	.	.
Shih2010.2	Beigang, Meilan, Haikou, Hainan Island, China	MBMCAS 166245	crassipes	female	.	.	individual	.	16.56	.	.	.	.
Shih2010.2	Qinglan Harbour, Wenchang, Hainan Island, China	MBMCAS 166247	crassipes	male	.	.	individual	.	19.05	.	.	.	.
Shih2010.2	Qinglan Harbour, Wenchang, Hainan Island, China	MBMCAS 166247	crassipes	female	.	.	individual	.	12.56	.	.	.	.
Shih2010.2	Qinglan Harbour, Wenchang, Hainan Island, China	MBMCAS 166269	crassipes	male	.	.	individual	.	19.97	.	.	.	.
Shih2010.2	Xunpu, Quanzhou, Fujian, China	MBMCAS 166306	lactea	male	.	.	individual	.	19.5	.	.	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13374	lactea	female	.	.	individual	.	12.15	.	.	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13375	lactea	male	.	.	individual	.	12.14	.	.	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13375	lactea	female	.	.	individual	.	12.32	.	.	.	.
Shih2010.2	Qinzhou, Guangxi, China	NCHUZOOL 13377	lactea	female	.	.	individual	.	10.9	.	.	.	.
Shih2010.2	Yanpu, Cangnan, Wenzhou, Zhejiang, China	MBMCAS 161731	paradussumieri	male	.	.	individual	.	18.91	.	.	.	.
Shih2010.2	Yangdai, Jingjiang, Quanzhou, Fujian, China	NCHUZOOL 13378	paradussumieri	male	.	.	individual	.	36.58	.	.	.	.
Shih2010.2	Yangdai, Jingjiang, Quanzhou, Fujian, China	NCHUZOOL 13378	paradussumieri	male	.	.	individual	.	36.97	.	.	.	.
Shih2010.2	Nan'ao Island, Shantou, Guangdong, China	NCHUZOOL 13379	paradussumieri	male	.	.	individual	.	20.99	.	.	.	.
Shih2010.2	Nan'ao Island, Shantou, Guangdong, China	NCHUZOOL 13379	paradussumieri	female	.	.	individual	.	11.6	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13380	paradussumieri	male	.	.	individual	.	16.18	.	.	.	.
Shih2010.2	Tung Chung, Hong Kong, China	NCHUZOOL 13380	paradussumieri	male	.	.	individual	.	18.83	.	.	.	.
Shih2010.2	Sanya, Hainan Island, China	MBMCAS 161691	tetragonon	male	.	.	individual	.	25.15	.	.	.	.
Shih2010.2	Sanya, Hainan Island, China	MBMCAS 161691	tetragonon	male	.	.	individual	.	22.63	.	.	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13371	typhoni	female	.	.	individual	.	30.75	.	.	.	.
Shih2010.2	Qinglan Harbour, Wenchang, Hainan Island, China	MBMCAS 166269	typhoni	female	.	.	individual	.	20.64	.	.	.	.
Shih2010.2	Cebu, Philippines	NCHUZOOL 13372	demani	male	.	.	individual	.	16.7	.	.	.	.
Shih2010.2	Cebu, Philippines	NCHUZOOL 13372	demani	male	.	.	individual	.	20.54	.	.	.	.
Shih2010.2	Cebu, Philippines	NCHUZOOL 13372	demani	female	.	.	individual	.	17.92	.	.	.	.
Shih2010.2	Zamboanga, Minanao, Philippines	NCHUZOOL 13373	demani	male	.	.	individual	.	19.09	.	.	.	.
Shih2010.2	Sulawesi, Indonesia	ZRC 2000.1731	demani	male	.	.	individual	.	27.45	.	.	.	.
Shih2010.2	Sulawesi, Indonesia	ZRC 2000.1731	demani	male	.	.	individual	.	28.04	.	.	.	.
Shih2010.2	Cebu, Philippines	NCHUZOOL 13372	demani	female	.	.	individual	.	22.54	.	.	.	.
Shih2010.2	Cebu, Philippines	NCHUZOOL 13372	demani	female	.	.	individual	.	26.53	.	.	.	.
Shih2010.2	Yulin Harbor, Sanya, Hainan Island, China	NCHUZOOL 13181	vocans	male	.	.	individual	.	24.28	.	.	.	.
Shih2010.2	Longhai, Zhangzhou, Fujian, China	ZRC 2002.0563	acuta	male	.	.	range	10	.	11.03	22.61	.	.
Shih2010.2	Longhai, Zhangzhou, Fujian, China	ZRC 2002.0563	acuta	female	.	.	range	4	.	15.5	20.29	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13348	acuta	male	.	.	range	17	.	16.71	20.45	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13348	acuta	female	.	.	range	10	.	11.85	17.26	.	.
Shih2010.2	Zhuta Mangrove Nature Reserve, Yunxiao, Zhangzhou, Fujian, China	MBMCAS 166385	acuta	male	.	.	range	10	.	12.4	25.84	.	.
Shih2010.2	Zhuta Mangrove Nature Reserve, Yunxiao, Zhangzhou, Fujian, China	MBMCAS 166385	acuta	female	.	.	range	4	.	11.19	20.3	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13351	acuta	male	.	.	range	8	.	17.18	23.26	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13351	acuta	female	.	.	range	3	.	15.96	16.85	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13244	annulipes	male	.	.	range	6	.	10.66	19.81	.	.
Shih2010.2	Chengyang, Qingdao, Shandong, China	MBMCAS 166348	arcuata	male	.	.	range	3	.	17.39	21.48	.	.
Shih2010.2	Fengcheng River, Jimo, Qingdao, Shandong, China	MBMCAS 166378	arcuata	male	.	.	range	11	.	19.26	31.16	.	.
Shih2010.2	Nügukou, Chengyang, Qingdao, Shandong, China	MBMCAS 166335	arcuata	male	.	.	range	5	.	23.12	26.98	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13350	arcuata	male	.	.	range	11	.	19.44	29.25	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13350	arcuata	female	.	.	range	3	.	18.79	26.04	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13363	arcuata	male	.	.	range	4	.	27.16	35.28	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13363	arcuata	female	.	.	range	8	.	17.5	36.48	.	.
Shih2010.2	Yueqing, Wenzhou, Zhejiang, China	MBMCAS 166359	arcuata	female	.	.	range	5	.	17.3	23.49	.	.
Shih2010.2	Longhai, Zhangzhou, Fujian, China	ZRC 2002.0564	arcuata	male	.	.	range	3	.	25.4	28.55	.	.
Shih2010.2	Beigang, Meilan, Haikou, Hainan Island, China	MBMCAS 161679	arcuata	male	.	.	range	4	.	11.53	16.71	.	.
Shih2010.2	Starfish Bay, Hong Kong, China	NCHUZOOL 13207	borealis	male	.	.	range	3	.	17	22.69	.	.
Shih2010.2	Starfish Bay, Hong Kong, China	NCHUZOOL 13207	borealis	female	.	.	range	5	.	16.85	19.56	.	.
Shih2010.2	Qinzhou, Guangxi, China	NCHUZOOL 13367	borealis	male	.	.	range	9	.	12.19	19.36	.	.
Shih2010.2	Beigang, Meilan, Haikou, Hainan Island, China	MBMCAS 166245	crassipes	male	.	.	range	3	.	18.57	20.1	.	.
Shih2010.2	Wenchang, Hainan Island, China	NCHUZOOL 13369	crassipes	male	.	.	range	6	.	12.45	17.66	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13370	crassipes	male	.	.	range	12	.	9.38	22.88	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13370	crassipes	female	.	.	range	5	.	12.38	17.71	.	.
Shih2010.2	Jimei, Xiamen, Fujian, China	NCHUZOOL 13374	lactea	male	.	.	range	7	.	6.89	15.97	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13250	lactea	male	.	.	range	5	.	11.96	16.37	.	.
Shih2010.2	Tai Tam, Hong Kong, China	NCHUZOOL 13250	lactea	female	.	.	range	3	.	11.16	13.14	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13376	lactea	male	.	.	range	5	.	13.26	14.14	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13376	lactea	female	.	.	range	3	.	10.82	11.87	.	.
Shih2010.2	Qinzhou, Guangxi, China	NCHUZOOL 13377	lactea	male	.	.	range	7	.	11.25	20.02	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	MBMCAS 166379	paradussumieri	male	.	.	range	3	.	29.58	32.13	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13381	paradussumieri	male	.	.	range	4	.	32.52	36.89	.	.
Shih2010.2	Dongzhai Harbour, Hainan Island, China	NCHUZOOL 13381	paradussumieri	female	.	.	range	4	.	20.91	31.14	.	.
Shih2010.2	Wenchang, Hainan Island, China	NCHUZOOL 13383	vocans	female	.	.	range	3	.	8.07	12.35	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13182	vocans	male	.	.	range	12	.	13.04	26.17	.	.
Shih2010.2	Sanya, Hainan Island, China	NCHUZOOL 13182	vocans	female	.	.	range	4	.	14.62	16.11	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 12094	boninensis	male	.	.	individual	.	19	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	female	.	.	individual	.	16.2	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	female	.	.	individual	.	18.8	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	ZRC 2013.1747	boninensis	male	.	.	individual	.	19.6	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	ZRC 2013.1747	boninensis	female	.	.	individual	.	17.7	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	ZRC 2013.1747	boninensis	female	.	.	individual	.	20.5	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NSMT-Cr 22390	boninensis	male	.	.	individual	.	17.2	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NSMT-Cr 22390	boninensis	female	.	.	individual	.	19.9	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NSMT-Cr 22390	boninensis	female	.	.	individual	.	20.6	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NCHUZOOL 13593, 13594, 13595, 13608, 13609	boninensis	male	.	.	individual	.	13	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NCHUZOOL 13593, 13594, 13595, 13608, 13609	boninensis	male	.	.	individual	.	17.3	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 3062	crassipes	female	.	.	individual	.	11.5	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 3062	crassipes	female	.	.	individual	.	13.5	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 3062	crassipes	female	.	.	individual	.	15.1	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 7460	crassipes	male	.	.	individual	.	16.1	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 7460	crassipes	male	.	.	individual	.	17.5	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 11958	crassipes	male	.	.	individual	.	16.3	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 11958	crassipes	male	.	.	individual	.	16.6	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 11958	crassipes	female	.	.	individual	.	14.1	.	.	.	.
Shih2013.2	? [fill in later]	CBM-ZC 11958	crassipes	female	.	.	individual	.	16	.	.	.	.
Shih2013.2	Citou, Penghu, Taiwan	CBM-ZC 11949	splendida	male	.	.	individual	.	17	.	.	.	.
Shih2013.2	Citou, Penghu, Taiwan	CBM-ZC 11949	splendida	male	.	.	individual	.	19	.	.	.	.
Shih2013.2	Citou, Penghu, Taiwan	CBM-ZC 11960	splendida	female	.	.	individual	.	12.4	.	.	.	.
Shih2013.2	Citou, Penghu, Taiwan	CBM-ZC 11960	splendida	female	.	.	individual	.	14.9	.	.	.	.
Shih2013.2	Kenya	NCHUZOOL 13498	chlorophthalmus	male	.	.	individual	.	13.1	.	.	.	.
Shih2013.2	Cocos (Keeling) Islands	ZRC	crassipes	male	.	.	individual	.	13.1	.	.	.	.
Shih2013.2	New Taipei City, Taiwan	NCHUZOOL 13446	splendida	male	.	.	individual	.	13	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	male	.	.	individual	.	13	.	.	.	.
Shih2013.2	Mayotte	MNHN-IU-2011-5600	chlorophthalmus	male	.	.	individual	.	19.2	.	.	.	.
Shih2013.2	Philippines	NCHUZOOL 13473	crassipes	male	.	.	individual	.	19.1	.	.	.	.
Shih2013.2	Penghu, Taiwan	NCHUZOOL 13456	splendida	male	.	.	individual	.	19.2	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	male	.	.	individual	.	18.8	.	.	.	.
Shih2013.2	Dongsha Islands, Taiwan	NCHUZOOL 13464	crassipes	male	.	.	individual	.	23.1	.	.	.	.
Shih2013.2	Penghu, Taiwan	NCHUZOOL 13488	splendida	male	.	.	individual	.	23.5	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	male	.	.	individual	.	21.6	.	.	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	male	.	.	range	9	.	11	23.5	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	CBM-ZC 11245	boninensis	female	.	.	range	3	.	17.2	18	.	.
Shih2013.2	Chichijima, Ogasawara Islands, Japan	NCHUZOOL 13593, 13594, 13595, 13608, 13609	boninensis	female	.	.	range	3	.	14.3	17.3	.	.
Shih2013.2	? [fill in later]	CBM-ZC 3062	crassipes	male	.	.	range	7	.	10.3	16.2	.	.
