									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
Shih2015.2	? [fill in later]	NCHUZOOL 13665	acuta	male	.	.	individual	.	19	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13660	arcuata	male	.	.	individual	.	38.2	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13653	bellator	male	.	.	individual	.	18.7	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13668	formosensis	male	.	.	individual	.	33.1	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13669	formosensis	female	.	.	individual	.	14.2	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13670	formosensis	male	.	.	individual	.	26.2	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13671	formosensis	male	.	.	individual	.	33	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13672	formosensis	male	.	.	individual	.	29.6	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13673	formosensis	male	.	.	individual	.	27.9	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13849	formosensis	female	.	.	individual	.	32.2	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13907	formosensis	male	.	.	individual	.	31.8	.	.	.	.
Shih2015.2	? [fill in later]	USNM 54472	formosensis	male	.	.	individual	.	28.8	.	.	.	.
Shih2015.2	? [fill in later]	USNM 54472	formosensis	male	.	.	individual	.	27.6	.	.	.	.
Shih2015.2	? [fill in later]	NMNS 6177-001	jocelynae	male	.	.	individual	.	21.7	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13213	lactea	male	.	.	individual	.	15.4	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13656	longidigitum	male	.	.	individual	.	16.7	.	.	.	.
Shih2015.2	? [fill in later]	USNM 137667	polita	male	.	.	individual	.	22.5	.	.	.	.
Shih2015.2	? [fill in later]	SMF 13164	princeps	male	.	.	individual	.	36.5	.	.	.	.
Shih2015.2	? [fill in later]	USNM 137666	seismella	male	.	.	individual	.	13	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13578	stylifera	male	.	.	individual	.	21.9	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13655	tangeri	male	.	.	individual	.	26.9	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13664	tetragonon	male	.	.	individual	.	18.3	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13666	tetragonon	female	.	.	individual	.	17	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13661	urvillei	male	.	.	individual	.	30.1	.	.	.	.
Shih2015.2	? [fill in later]	NCHUZOOL 13667	vocans	male	.	.	individual	.	20.2	.	.	.	.
Shih2018.1	Vanikoro, Solomon Islands	MNHN B.12073	urvillei	male	.	.	individual	.	18.5	.	.	.	.
Shih2018.1	Shimo la Tewa, Mombasa, Kenya	SMF 19985	urvillei	male	.	.	individual	.	28.5	.	.	.	.
Shih2018.1	Shimo la Tewa, Mombasa, Kenya	SMF 19985	urvillei	female	.	.	individual	.	22.9	.	.	.	.
Shih2018.1	Poroani, Mayotte	ZRC 1999.1107	urvillei	male	.	.	individual	.	29.7	.	.	.	.
Shih2018.1	Mida Creek, Kilifi County, Kenya	NCHUZOOL 14895	urvillei	male	.	.	individual	.	27.9	.	.	.	.
Shih2018.1	Mida Creek, Kilifi County, Kenya	NCHUZOOL 14895	urvillei	male	.	.	individual	.	34.9	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	ZRC 2017.1278	alcocki	male	.	.	individual	.	30.1	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 13361	alcocki	male	.	.	individual	.	22.4	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 13361	alcocki	male	.	.	individual	.	29.9	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 13361	alcocki	female	.	.	individual	.	25.1	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 14896	alcocki	male	.	.	individual	.	29.5	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 14905	alcocki	female	.	.	individual	.	25.7	.	.	.	.
Shih2018.1	Kamphuan Mangrove Forest, Ranong, Thailand	ZRC 2017.1279	alcocki	male	.	.	individual	.	24.6	.	.	.	.
Shih2018.1	Kamphuan Mangrove Forest, Ranong, Thailand	ZRC 2017.1279	alcocki	female	.	.	individual	.	14.8	.	.	.	.
Shih2018.1	Ranong, Thailand	ZRC 2001.2347	alcocki	male	.	.	individual	.	24	.	.	.	.
Shih2018.1	Phuket Island, Thailand	ZRC 1999.1131	alcocki	male	.	.	individual	.	20.3	.	.	.	.
Shih2018.1	Phuket Island, Thailand	ZRC 1999.1131	alcocki	male	.	.	individual	.	22.4	.	.	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14925	alcocki	male	.	.	individual	.	17.7	.	.	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14899	alcocki	male	.	.	individual	.	19	.	.	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14901	alcocki	female	.	.	individual	.	12.6	.	.	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14902	alcocki	female	.	.	individual	.	17.5	.	.	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14903	alcocki	female	.	.	individual	.	19.9	.	.	.	.
Shih2018.1	Diu District, Daiman and Diu, India	NCHUZOOL 14900	alcocki	female	.	.	individual	.	22.6	.	.	.	.
Shih2018.1	Phuket Island, Thailand	ZRC 1988.616-617	alcocki	male	.	.	individual	.	17.8	.	.	.	.
Shih2018.1	Phuket Island, Thailand	ZRC 1988.616-617	alcocki	male	.	.	individual	.	26.1	.	.	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14897	alcocki	female	.	.	individual	.	18.8	.	.	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14897	alcocki	female	.	.	individual	.	19.8	.	.	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14906	alcocki	female	.	.	individual	.	13.9	.	.	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14906	alcocki	female	.	.	individual	.	14.8	.	.	.	.
Shih2018.1	Laem Tukkae, Phuket Island, Thailand	NCHUZOOL 14898	alcocki	female	.	.	individual	.	12.8	.	.	.	.
Shih2018.1	Laem Tukkae, Phuket Island, Thailand	NCHUZOOL 14898	alcocki	female	.	.	individual	.	14.7	.	.	.	.
Shih2018.1	Tha Thiap Ruea Bang Rong, Phuket Island, Thailand	NCHUZOOL 14907	alcocki	male	.	.	individual	.	17.2	.	.	.	.
Shih2018.1	Tha Thiap Ruea Bang Rong, Phuket Island, Thailand	NCHUZOOL 14907	alcocki	female	.	.	individual	.	14	.	.	.	.
Shih2018.1	Tha Thiap Ruea Bang Rong, Phuket Island, Thailand	NCHUZOOL 14907	alcocki	female	.	.	individual	.	15.6	.	.	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 14905	alcocki	male	.	.	range	13	.	14.7	31.2	.	.
Shih2018.1	Ranong Mangrove Forest, Ranong, Thailand	NCHUZOOL 14905	alcocki	female	.	.	range	4	.	19.9	24.1	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14903	alcocki	male	.	.	range	13	.	9.9	18.2	.	.
Shih2018.1	Mumbai, Maharashtra, India	NCHUZOOL 14903	alcocki	female	.	.	range	3	.	11.4	17.9	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14897	alcocki	male	.	.	range	4	.	13	16.9	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14906	alcocki	male	.	.	range	6	.	9	12.4	.	.
Shih2018.1	Chalong Bay, Phuket Island, Thailand	NCHUZOOL 14906	alcocki	female	.	.	range	3	.	11.4	14	.	.
Shih2018.1	Laem Tukkae, Phuket Island, Thailand	NCHUZOOL 14898	alcocki	male	.	.	range	4	.	4.4	16.9	.	.
Shih2019	Chennai, Tamil Nadu, India	NHMW 25656	variegata	male	.	.	individual	.	16.7	.	.	.	.
Shih2019	Chennai, Tamil Nadu, India	NHMW 12974	variegata	male	.	.	individual	.	17.2	.	.	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	ZRC 2018.1375	variegata	male	.	.	individual	.	18.6	.	.	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14366	variegata	female	.	.	individual	.	13.7	.	.	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14365	variegata	female	.	.	individual	.	16.6	.	.	.	.
Shih2019	Pichavaram Mangove Forest, Cuddalore District, Tamil Nadu, India	ZRC 2003.0463	variegata	female	.	.	individual	1	14.5	.	.	.	.
Shih2019	Al Darb, Jazan, Saudi Arabia	NCHUZOOL 14904	inversa	male	.	.	individual	.	19.9	.	.	.	.
Shih2019	Bang Rin, Ranong, Thailand	NCHUZOOL 13646	bengali	male	.	.	individual	.	9.7	.	.	.	.
Shih2019	Bang Rin, Ranong, Thailand	NCHUZOOL 14359	bengali	female	.	.	individual	.	9.9	.	.	.	.
Shih2019	Sungai Sementa Besar, Kampung Perepat Kapar, Selangor, Malaysia	NCHUZOOL 13575	bengali	male	.	.	individual	.	8	.	.	.	.
Shih2019	Labuan, Borneo, Malaysia	NCHUZOOL 14346	triangularis	female	.	.	individual	.	8.3	.	.	.	.
Shih2019	Thomatis Creek, Queensland, Australia	QM W19251	triangularis	female	.	.	individual	.	10.2	.	.	.	.
Shih2019	Dumbea, New Caledonia	QM W29057	triangularis	male	.	.	individual	.	10.4	.	.	.	.
Shih2019	Pointe de Pam, New Caledonia	QM W29058	triangularis	female	.	.	individual	1	12.4	.	.	.	.
Shih2019	Zamboanga, Minanao, Philippines	NCHUZOOL 14354	triangularis	male	.	.	individual	.	10.6	.	.	.	.
Shih2019	Zamboanga, Minanao, Philippines	NCHUZOOL 14355	triangularis	female	.	.	individual	.	12.2	.	.	.	.
Shih2019	Cebu, Philippines	NCHUZOOL 13574	triangularis	female	.	.	individual	.	11.9	.	.	.	.
Shih2019	Cebu, Philippines	NCHUZOOL 14358	triangularis	male	.	.	individual	.	14.8	.	.	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14349	triangularis	male	.	.	individual	.	11.5	.	.	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14350	triangularis	female	.	.	individual	.	14.6	.	.	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14351	triangularis	male	.	.	individual	.	11.2	.	.	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14352	triangularis	male	.	.	individual	.	10.6	.	.	.	.
Shih2019	Baoli, Pingtung, Taiwan	NCHUZOOL 14712	triangularis	male	.	.	individual	.	13.2	.	.	.	.
Shih2019	Baoli, Pingtung, Taiwan	NCHUZOOL 14712	triangularis	female	.	.	individual	.	5.2	.	.	.	.
Shih2019	Yanshui, Tainan, Taiwan	NCHUZOOL 14711	triangularis	male	.	.	individual	.	8.7	.	.	.	.
Shih2019	Lanyang River, Yilan, Taiwan	NCHUZOOL 14709	triangularis	female	.	.	individual	.	11.9	.	.	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	ZRC 2001.0853	variegata	male	.	.	range	5	.	11.6	16.6	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14362	variegata	male	.	.	range	9	.	9.8	17.3	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14363	variegata	male	.	.	range	12	.	8.8	17.8	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14366	variegata	male	.	.	range	5	.	12	17.1	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14367	variegata	male	.	.	range	6	.	10.2	16.9	.	.
Shih2019	Vellar Estuary, Parangipettai, Cuddalore District, Tamil Nadu, India	NCHUZOOL 14367	variegata	female	.	.	range	7	.	9.7	15.4	.	.
Shih2019	Pichavaram Mangove Forest, Cuddalore District, Tamil Nadu, India	ZRC 2003.0463	variegata	male	.	.	range	2	.	16.1	17.2	.	.
Shih2019	Contai, Purba Medinipur District, West Bengal, India	ZRC 2017.0917	variegata	male	.	.	range	10	.	14.5	18.4	.	.
Shih2019	Kolkata, West Bengal, India	ZRC 2017.0915	variegata	male	.	.	range	2	.	18.5	18.9	.	.
Shih2019	Tha Thiap Ruea Bang Rong, Phuket Island, Thailand	NCHUZOOL 14360	bengali	male	.	.	range	2	.	9.1	10.1	.	.
Shih2019	Tha Thiap Ruea Bang Rong, Phuket Island, Thailand	NCHUZOOL 14361	bengali	female	.	.	range	3	.	10.4	11.4	.	.
Shih2019	Sungai Sementa Besar, Kampung Perepat Kapar, Selangor, Malaysia	NCHUZOOL 14345	bengali	male	.	.	range	18	.	10.4	14.5	.	.
Shih2019	Sungai Sementa Besar, Kampung Perepat Kapar, Selangor, Malaysia	NCHUZOOL 14345	bengali	female	.	.	range	8	.	9.8	12	.	.
Shih2019	Thomatis Creek, Queensland, Australia	QM W19251	triangularis	male	.	.	range	3	.	9.8	12.1	.	.
Shih2019	Dumbea, New Caledonia	QM W29057	triangularis	female	.	.	range	2	.	8.2	8.6	.	.
Shih2019	Pointe de Pam, New Caledonia	QM W29056	triangularis	male	.	.	range	2	.	9	11.4	.	.
Shih2019	Kuta, Badung Regency, Bali, Indonesia	NCHUZOOL 14347	triangularis	male	.	.	range	2	.	13.1	15.3	.	.
Shih2019	Pantuan, East Kalimantan, Borneo, Indonesia	QM W24251	triangularis	male	.	.	range	2	.	11.3	11.4	.	.
Shih2019	Zamboanga, Minanao, Philippines	NCHUZOOL 14355	triangularis	male	.	.	range	4	.	10.9	12.5	.	.
Shih2019	Minanao, Philippines	NCHUZOOL 14357	triangularis	male	.	.	range	6	.	12.4	17.1	.	.
Shih2019	Cebu, Philippines	NCHUZOOL 13574	triangularis	male	.	.	range	5	.	12.4	14.2	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14349	triangularis	female	.	.	range	2	.	10.3	10.4	.	.
Shih2019	Matutinao R. Badian, Cebu, Philippines	NCHUZOOL 14352	triangularis	female	.	.	range	2	.	10.4	12.4	.	.
Shih2019	Puerto Galera, Mindoro, Philippines	NCHUZOOL 14356	triangularis	male	.	.	range	3	.	8.1	10.1	.	.
Shih2019	Baoli, Pingtung, Taiwan	NCHUZOOL 14710	triangularis	male	.	.	range	2	.	9.1	12.5	.	.
Shih2019	Baoli, Pingtung, Taiwan	NCHUZOOL 14710	triangularis	female	.	.	range	2	.	8.8	12.3	.	.
Shih2019	Yanshui, Tainan, Taiwan	NCHUZOOL 14745	triangularis	male	.	.	range	3	.	11.4	13	.	.
Shih2019	Lanyang River, Yilan, Taiwan	NCHUZOOL 14709	triangularis	male	.	.	range	2	.	10.2	11.5	.	.
Takeda1973	Ryukyu Islands, Japan	.	jocelynae	male	two small claws	.	individual	.	13.15	.	.	.	.
Takeda1973	Ryukyu Islands, Japan	.	jocelynae	male	two small claws	.	individual	.	18.05	.	.	.	.
Takeda1973	Ryukyu Islands, Japan	.	jocelynae	male	two large claws	.	individual	.	13.45	.	.	.	.
UtreraLopez2013	Laguna de La Mancha, Veracruz, Mexico	CNCR 24067	major	male	.	.	mean/se	10	24.48	.	.	.	0.64
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	1	.	12.95	13.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	4	.	13.35	13.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	15	.	13.75	14.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	27	.	14.15	14.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	46	.	14.55	14.95	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	66	.	14.95	15.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	76	.	15.35	15.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	59	.	15.75	16.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	25	.	16.15	16.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	24	.	16.55	16.95	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	15	.	16.95	17.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	14	.	17.35	17.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	11	.	17.75	18.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	14	.	18.15	18.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	2	.	18.95	19.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 1	classcount	1	.	19.35	19.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	7	.	12.95	13.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	9	.	13.35	13.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	14	.	13.75	14.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	30	.	14.15	14.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	49	.	14.55	14.95	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	72	.	14.95	15.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	59	.	15.35	15.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	46	.	15.75	16.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	39	.	16.15	16.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	15	.	16.55	16.95	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	17	.	16.95	17.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	14	.	17.35	17.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	12	.	17.75	18.15	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	10	.	18.15	18.55	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	3	.	18.55	18.95	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	2	.	18.95	19.35	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 2	classcount	2	.	19.35	19.75	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	1	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	4	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	11	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	39	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	63	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	84	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	72	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	43	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	34	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	23	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	15	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	5	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	2	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males	Yerkes (1901) set 3	classcount	3	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	1	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	10	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	19	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	29	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	60	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	76	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	73	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	46	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	36	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	25	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	13	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	8	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	1	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males	Yerkes (1901) set 4	classcount	3	.	.	.	.	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	right-handed males; means of frequency data below	skip	mean/sd	400	15.728	.	.	1.1043	.
Yerkes1901	Woods Hole, Falmouth, Barnstable County, Massachusetts, USA	.	pugilator	male	left-handed males; means of frequency data below	skip	mean/sd	400	15.658	.	.	1.1699	.
Naderloo2010	Red Sea	SMF 9709	albimana	male	.	.	individual	.	12.3	.	.	.	.
Naderloo2010	Naawan, Mindanao, Philippines	ZSM	cryptica	male	.	.	individual	.	15.9	.	.	.	.
Landstorfer2010	Golfo Dolce, Puntarenas, Costa Rica	SMF-33873	osa	male	.	.	individual	.	19.12	.	.	.	.
Landstorfer2010	Golfo Dolce, Puntarenas, Costa Rica	UCR 2620-01	osa	male	.	.	individual	.	19.53	.	.	.	.
Landstorfer2010	Golfo Dolce, Puntarenas, Costa Rica	NHMW 24935	osa	male	.	.	individual	.	19.94	.	.	.	.
Landstorfer2010	Golfo Dolce, Puntarenas, Costa Rica	ZMB 27724	osa	male	.	.	individual	.	15.83	.	.	.	.
Landstorfer2010	Golfo Dolce, Puntarenas, Costa Rica	RMNH D 53126	osa	male	.	.	individual	.	15.85	.	.	.	.
