Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa8	png	perplexa	"This drawing is from Crane (1975). It is the third of a series of illustrations of waving in <em class=""species"">Uca perplexa.</em> This figure illustrates the raised posistion."
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa9	png	perplexa	"This drawing is from Crane (1975). It is the final of a series of illustrations of waving in <em class=""species"">Uca perplexa.</em> This figure illustrates the return to the rest position."
science	Crane1975	Crane	1975	Uca acuta rhizophorae	Crane_Uca_acuta_rhizophorae2	png	rhizophorae	"This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in <em class=""species"">Uca rhizophorae.</em>"
science	Crane1975	Crane	1975	Uca bellator bellator	Crane_Uca_bellator_bellator3	png	bellator	"This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in <em class=""species"">Uca bellator.</em>"
science	Crane1975	Crane	1975	Uca demani demani	Crane_Uca_demani_demani2	png	demani	"This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in <em class=""species"">Uca demani.</em>"
science	Crane1975	Crane	1975	Uca	Crane_Uca13	png	n/a	"This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a feeding position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca	Crane_Uca14	png	n/a	"This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a vertical display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca	Crane_Uca15	png	n/a	"This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca	Crane_Uca16	png	n/a	"This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on <em class=""species"">Uca maracoani.</em>"
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax4	png	rapax	"This drawing is from Crane (1975). It illustrates different types of major cheliped interactions during combat in <em class=""species"">Uca rapax.</em>"
science	Allen1976	Allen	1976	Uca crenulata	Allen_Uca_crenulata	png	crenulata	This drawing is from Allen (1976).
science	Thurman1981.1	Thurman	1981	Uca rapax	Thurman_Uca_rapax1	png	rapax	"This drawing is from Thurman (1981). It illustrates the male gonopod of <em class=""species"">Uca rapax.</em>"
science	Thurman1981.1	Thurman	1981	Uca marguerita	Thurman_Uca_marguerita1	png	marguerita	"This drawing is from Thurman (1981). It illustrates the male gonopod of <em class=""species"">Uca marguerita.</em>"
science	Thurman1981.1	Thurman	1981	Uca burgersi	Thurman_Uca_burgersi1	png	burgersi	"This drawing is from Thurman (1981). It illustrates the male gonopod of <em class=""species"">Uca burgersi.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca victoriana	vonHagen_Uca_victoriana1	png	victoriana	"This drawing is from von Hagen (1987). It illustrates the carapace of <em class=""species"">Uca victoriana.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca rapax	vonHagen_Uca_rapax1	png	rapax	"This drawing is from von Hagen (1987). It illustrates the carapace of <em class=""species"">Uca rapax.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca thayeri	vonHagen_Uca_thayeri1	png	thayeri	"This drawing is from von Hagen (1987). It illustrates the carapace of <em class=""species"">Uca thayeri.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca cumulanta	vonHagen_Uca_cumulanta1	png	cumulanta	"This drawing is from von Hagen (1987). It illustrates the carapace of <em class=""species"">Uca cumulanta.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca victoriana	vonHagen_Uca_victoriana2	png	victoriana	"This drawing is from von Hagen (1987). It illustrates male gonopods of <em class=""species"">Uca victoriana.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca rapax	vonHagen_Uca_rapax2	png	rapax	"This drawing is from von Hagen (1987). It illustrates the male gonopod of <em class=""species"">Uca rapax.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca thayeri	vonHagen_Uca_thayeri2	png	thayeri	"This drawing is from von Hagen (1987). It illustrates the male gonopod of <em class=""species"">Uca thayeri.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca cumulanta	vonHagen_Uca_cumulanta2	png	cumulanta	"This drawing is from von Hagen (1987). It illustrates the male gonopod of <em class=""species"">Uca cumulanta.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca victoriana	vonHagen_Uca_victoriana3	png	victoriana	"This drawing is from von Hagen (1987). It illustrates the major claw of <em class=""species"">Uca victoriana.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca victoriana	vonHagen_Uca_victoriana4	png	victoriana	"This drawing is from von Hagen (1987). It illustrates the minor claw of <em class=""species"">Uca victoriana.</em>"
science	vonHagen1987.1	von Hagen	1987	Uca victoriana	vonHagen_Uca_victoriana5	png	victoriana	"This drawing is from von Hagen (1987). It illustrates the minor claw of <em class=""species"">Uca victoriana.</em>"
science	Hartnoll1988.2	Hartnoll	1988	Uca vocans	Hartnoll_Uca_vocans	png	vocans	This drawing is from Hartnoll (1988).
science	Morton1994	Morton & Morton	1994	Uca arcuata	Morton_Uca_arcuata	jpg	arcuata	"This drawing is from Morton &amp; Morton (1994). It is of <em class=""species"">Uca arcuata.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca cryptica	Naderloo_Uca_cryptica1	png	cryptica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca cryptica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca cryptica	Naderloo_Uca_cryptica2	png	cryptica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca cryptica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca cryptica	Naderloo_Uca_cryptica3	png	cryptica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the minor claw of <em class=""species"">Uca cryptica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca cryptica	Naderloo_Uca_cryptica4	png	cryptica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates different views of the male gonopod of <em class=""species"">Uca cryptica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana1	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana2	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana3	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the minor claw of <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana4	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the minor claw of <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana5	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates different views of the male gonopod of <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana6	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the infraorbital region of a male <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca albimana	Naderloo_Uca_albimana7	png	albimana	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the infraorbital region of a female <em class=""species"">Uca albimana.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca iranica	Naderloo_Uca_iranica1	png	iranica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca iranica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca iranica	Naderloo_Uca_iranica2	png	iranica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca iranica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca iranica	Naderloo_Uca_iranica3	png	iranica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the minor claw of <em class=""species"">Uca iranica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca iranica	Naderloo_Uca_iranica4	png	iranica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates different views of the male gonopod of <em class=""species"">Uca iranica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca iranica	Naderloo_Uca_iranica5	png	iranica	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the infraorbital region of <em class=""species"">Uca iranica.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea1	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea2	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea3	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea4	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea5	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the male gonopod of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea6	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the infraorbital region of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca lactea	Naderloo_Uca_lactea7	png	lactea	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the infraorbital region of <em class=""species"">Uca lactea.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca mjoebergi	Naderloo_Uca_mjoebergi1	png	mjoebergi	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca mjoebergi.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca mjoebergi	Naderloo_Uca_mjoebergi2	png	mjoebergi	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca mjoebergi.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca mjoebergi	Naderloo_Uca_mjoebergi3	png	mjoebergi	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates different views of the male gonopod of <em class=""species"">Uca mjoebergi.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca perplexa	Naderloo_Uca_perplexa1	png	perplexa	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca perplexa.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca perplexa	Naderloo_Uca_perplexa2	png	perplexa	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the outside of the major claw of <em class=""species"">Uca perplexa.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca perplexa	Naderloo_Uca_perplexa3	png	perplexa	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates the inside of the major claw of <em class=""species"">Uca perplexa.</em>"
science	Naderloo2010	Naderloo et al.	2010	Uca perplexa	Naderloo_Uca_perplexa4	png	perplexa	"This drawing is from Naderloo <em>et al.</em> (2010). It illustrates different views of the male gonopod of <em class=""species"">Uca perplexa.</em>"
science	Landstorfer2010	Landstorfer et al.	2010	Uca osa	Landstorfer_Uca_osa1	png	osa	"This drawing is from Landstorfer <em>et al.</em> (2010). It illustrates the male gonopod of <em class=""species"">Uca osa.</em>"
science	Shih2010.1	Shih et al.	2010	Uca jocelynae	Shih_Uca_jocelynae1	png	jocelynae	"This drawing is from Shih <em>et al.</em> (2010). It illustrates the male gonopod of <em class=""species"">Uca jocelynae.</em>"
science	Shih2010.1	Shih et al.	2010	Uca neocultrimana	Shih_Uca_neocultrimana1	png	excisa	"This drawing is from Shih <em>et al.</em> (2010). It illustrates the male gonopod of <em class=""species"">Uca excisa.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis1	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the carapace shape of the holotype of <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis2	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the left gonopod of the holotype of <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis3	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the tip of the left gonopod of the holotype of <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis4	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the tip of the left gonopod of the holotype of <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis5	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the carapace shape of a paratype of <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca boninensis	Shih_Uca_boninensis6	png	boninensis	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the carapace shape of a female <em class=""species"">Uca boninensis.</em>"
science	Shih2013.2	Shih et al.	2013	Uca crassipes	Shih_Uca_crassipes1	png	crassipes	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the carapace shape of <em class=""species"">Uca crassipes.</em>"
science	Shih2013.2	Shih et al.	2013	Uca crassipes	Shih_Uca_crassipes2	png	crassipes	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the left gonopod of <em class=""species"">Uca crassipes.</em>"
science	Shih2013.2	Shih et al.	2013	Uca crassipes	Shih_Uca_crassipes3	png	crassipes	"This drawing is from Shih <em>et al.</em> (2013). It illustrates the carapace shape of a female <em class=""species"">Uca crassipes.</em>"
science	Shih2015.2	Shih	2015	Uca formosensis	Shih_Uca_formosensis1	png	formosensis	"This drawing is from Shih (2015). It illustrates the major cheliped of <em class=""species"">Uca formosensis.</em>"
science	Shih2015.2	Shih	2015	Uca longidigitum	Shih_Uca_longidigitum1	png	longidigitum	"This drawing is from Shih (2015). It illustrates the major cheliped of <em class=""species"">Uca longidigitum.</em>"
science	Shih2015.2	Shih	2015	Uca bellator	Shih_Uca_bellator1	png	bellator	"This drawing is from Shih (2015). It illustrates the major cheliped of <em class=""species"">Uca bellator.</em>"
science	Shih2015.2	Shih	2015	Uca princeps	Shih_Uca_princeps1	png	princeps	"This drawing is from Shih (2015). It illustrates the major cheliped of <em class=""species"">Uca princeps.</em>"
stamp	n/a	Australia	1973	Postage Stamp	stamp_Australia	jpg	vomeris	"Postage stamp from Australia (1973, 2 cents) featuring a fiddler crab. It is unlabeled but appears to be <em class=""species"">Uca vomeris.</em>"
stamp	n/a	Angola	1998	Postage Stamp	stamp_Angola	jpg	tangeri	"Postage stamp from Angola (1998, KZr100,000) featuring the fiddler crab <em class=""species"">Uca tangeri.</em>"
stamp	n/a	Barbados	1965	Postage Stamp	stamp_Barbados	jpg	pugilator	"Postage stamp from Barbados (1965, $2.50) featuring a fiddler crab labeled as <em class=""species"">Uca pugilatorr</em>, but which is actually a different, indeterminate species."
stamp	n/a	British Virgin Islands	1997	Postage Stamp	stamp_BritishVirginIslands	jpg	thayeri	"Postage stamp from the British Virgin Islands (1977, 12c) featuring the fiddler crab <em class=""species"">Uca thayeri.</em>"
stamp	n/a	Cocos (Keeling) Islands	1990	Postage Stamp	stamp_CocosIslands	jpg	crassipes	"Postage stamp from the Cocos Islands (1990, $1) featuring the &ldquo;Red-backed Mud Crab.&rdquo; This appears to be a female fiddler crab, possibly <em class=""species"">Uca crassipes.</em>"
stamp	n/a	Djibouti	1977	Postage Stamp	stamp_Djibouti	jpg	albimana	"Postage stamp from Djibouti (1977, 15Fr) featuring the fiddler crab <em class=""species"">Uca albimana</em> (labeled as <em class=""species"">Uca lactea</em>)."
stamp	n/a	Fiji	1994	Postage Stamp	stamp_Fiji	jpg	n/a	"Postage stamp from Fiji (1994, $1.50) featuring a White-collared Kingfisher eating a fiddler crab. Also note the other crabs on the larger plate."
stamp	n/a	French Poylnesia	1986	Postage Stamp	stamp_FrenchPolynesia	jpg	crassipes	"Postage stamp from French Polynesia (1986, 15Fr) featuring a fiddler crab. It is unlabeled but appears to be <em class=""species"">Uca crassipes.</em>"
stamp	n/a	The Gambia	1984	Postage Stamp	stamp_Gambia	jpg	n/a	"This stamp from The Gambia (D2.35) is funny for a few reasons. First, the crab appearing on the stamp does not appear to be a fiddler crab (it could be an over-stylized female, but it looks wrong to me). Second, the species specified on the stamp, <em>Uca pugilator,</em> is found on the eastern shore of North America, nowhere near The Gambia in western Africa. The only species of fiddler crab actually found in The Gambia is <em class=""species"">Uca tangeri.</em>"
stamp	n/a	Grenadines of St. Vincent	1977	Postage Stamp	stamp_Grenadines	jpg	pugnax	"Postage stamp from the Grenadines of St. Vincent (1977, 5c) featuring the fiddler crab <em class=""species"">Uca pugnax.</em>"
stamp	n/a	"Macau, China"	2015	Postage Stamp	stamp_MacaoChina	jpg	arcuata	"Postage stamp from Macao, China (2015, 2 patacas) featuring the fiddler crab <em class=""species"">Uca arcuata.</em>"
stamp	n/a	Malaysia	2004	Postage Stamp	stamp_Malaysia	jpg	forcipata	"Postage stamp from Malaysia (2004, RM2). The fiddler crab does not appear on the stamp, but rather on the larger plate. It is labeled <em class=""species"">Uca vocans,</em> but the species is more likely <em class=""species"">Uca forcipata.</em>"
stamp	n/a	Maldives	1986	Postage Stamp	stamp_Maldives	jpg	n/a	"Postage stamp from the Maldives (1986, Rf5) featuring a fiddler crab. There is no species called <em class=""species"">Uca uca.</em>"
stamp	n/a	Mauritius	1969	Postage Stamp	stamp_Mauritius	jpg	tetragonon	"Postage stamp from Mauritius (1989, 20 cents) featuring a fiddler crab. It is unlabeled but appears to be <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Mexico	2002	Postage Stamp	stamp_Mexico	jpg	n/a	"Postage stamp from Mexico (2002, $0.50) featuring an unidentified fiddler crab."
stamp	n/a	National Wildlife Federation	1968	National Wildlife Federation Stamp	stamp_NWF	jpg	n/a	"Not a postage stamp, but rather a 1968 stamp from the wildlife series of the National Wildlife Federation in the United States."
stamp	n/a	Nevis	1990	Postage Stamp	stamp_Nevis	jpg	pugilator	"Postage stamp from Nevis (1990, 5c) featuring the fiddler crab <em class=""species"">Uca pugilator.</em>"
stamp	n/a	North Korea	1990	Postage Stamp	stamp_Korea	jpg	arcuata	"Postage stamp from North Korea (1990, 50 won) featuring the fiddler crab <em class=""species"">Uca arcuata.</em>"
stamp	n/a	Palau	2007	Postage Stamp	stamp_Palau	jpg	tetragonon	"Postage stamp from Palau (2007, $1) featuring a fiddler crab. It is unlabeled but appears to be <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Papua New Guinea	1995	Postage Stamp	stamp_PapuaNewGuinea	jpg	tetragonon	"Postage stamp from Papua New Guinea (2007, K0.65t) featuring a fiddler crab. It is unlabeled but appears to be <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Ryukyus	1969	Postage Stamp	stamp_Ryukyus	jpg	coarctata (as U. dubia)	"Postage stamp from the Ryukyus (1969, 3c) featuring the fiddler crab <em class=""species"">Uca coarctata</em> (labeled as <em class=""species"">Uca dubia</em>)."
stamp	n/a	Saharaui	1999	Postage Stamp	stamp_Saharaui	jpg	n/a	"Postage stamp from Saharaui (1999, 40Pt) featuring a fiddler crab. There is no species called <em class=""species"">U. uca.</em> The only species found in the Western Sahara is <em class=""species"">Uca tangeri,</em> but the many stamps of questionable authenticity produced under this national name often have no local significance."
stamp	n/a	São Tomé and Príncipe	unknown	Postage Stamp	stamp_SaoTomePrincipe	jpg	n/a	"Postage stamp from São Tomé and Príncipe (unknown year, Db 8000) featuring a fiddler crab. It is labeled <em class=""species"">U. tetragonon</em>, which is not found in that part of the world. Furthermore, the actual crab doesn't particularly look like <em class=""species"">U. tetragonon,</em> or any other fiddler crab, beyond the asymmetry of the claws."
stamp	n/a	Seychelles	1984	Postage Stamp	stamp_Seychelles	jpg	tetragonon	"Postage stamp from the Seychelles (1984, R2.00) featuring the fiddler crab <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Singapore	2000	Postage Stamp	stamp_Singapore	jpg	vocans	"Postage stamp from Singapore (2000, $1) featuring the fiddler crab <em class=""species"">Uca vocans.</em>"
stamp	n/a	Solomon Islands	1993	Postage Stamp	stamp_SolomonIslands01	jpg	tetragonon	"Postage stamp from the Solomon Islands (1993, $10) featuring the fiddler crab <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Solomon Islands	1993	Postage Stamp	stamp_SolomonIslands02	jpg	tetragonon	"Postage stamp from the Solomon Islands (1993, $4). The stamp is mislabeled as the ghost crab <em class=""species"">Ocypode saratan,</em> but actually shows an unidentified fiddler crab."
stamp	n/a	Solomon Islands	2013	Postage Stamp	stamp_SolomonIslands03	jpg	tetragonon	"Postage stamp from the Solomon Islands (2000, $7) featuring the fiddler crab <em class=""species"">Uca tetragonon.</em>"
stamp	n/a	Sri Lanka	1986	Postage Stamp	stamp_SriLanka	jpg	annulipes	"Postage stamp from Sri Lanka (1986, 6R) featuring the fiddler crab <em class=""species"">Uca annulipes</em> (labeled <em class=""species"">Uca lactea</em>)."
stamp	n/a	St. Lucia	1981	Postage Stamp	stamp_StLucia	jpg	n/a	"Postage stamp from St. Lucia (1981, $2.50) featuring a fiddler crab labeled as <em class=""species"">Uca major</em>, but which is actually a different, indeterminate species."
stamp	n/a	St. Lucia	unknown	Postage Stamp	stamp_StLucia2	jpg	n/a	"Postage stamp from St. Lucia (unknown  year, $5). The unidentified fiddler crab is not on the stamp, but rather on the larger plate. "
stamp	n/a	Taiwan	2004	Postage Stamp	stamp_Taiwan01	jpg	lactea	"Postage stamp from Taiwan (2004, $25) featuring the fiddler crab <em class=""species"">Uca lactea.</em>"
stamp	n/a	Taiwan	2004	Postage Stamp	stamp_Taiwan02	jpg	arcuata	"Postage stamp from Taiwan (2004, $5) featuring the fiddler crab <em class=""species"">Uca arcuata.</em>"
stamp	n/a	Taiwan	2004	Postage Stamp	stamp_Taiwan03	jpg	borealis	"Postage stamp from Taiwan (2004, $3.50) featuring the fiddler crab <em class=""species"">Uca borealis.</em>"
stamp	n/a	Taiwan	2004	Postage Stamp	stamp_Taiwan04	jpg	formosensis	"Postage stamp from Taiwan (2004, $3.50) featuring the fiddler crab <em class=""species"">Uca formosensis.</em>"
stamp	n/a	Togo	2011	Postage Stamp	stamp_Togo1	jpg	pugnax	"Postage stamp from Togo (2011, 3000F) featuring the fiddler crab <em class=""species"">Uca pugnax</em> (not found in Togo)."
stamp	n/a	Togo	2011	Postage Stamp	stamp_Togo2	jpg	vocans	"Postage stamp from Togo (2011, 750F) featuring the fiddler crab <em class=""species"">Uca vocans</em> (not found in Togo)."
stamp	n/a	Togo	2011	Postage Stamp	stamp_Togo3	jpg	vocans	"Postage stamp from Togo (2011, 3000F) featuring the fiddler crab <em class=""species"">Uca vocans</em> (not found in Togo)."
stamp	n/a	Tonga	2001	Postage Stamp	stamp_Tonga	jpg	crassipes	"Postage stamp from Tonga (2001, $1) featuring the fiddler crab <em class=""species"">Uca crassipes.</em>"
stamp	n/a	Viet Nam	1965	Postage Stamp	stamp_VietNam	jpg	vocans	"Postage stamp from Viet Nam (1965, 50 xu) featuring the fiddler crab <em class=""species"">Uca vocans</em> (labeled by the old synonym <em class=""species"">Uca marionis</em>)."
origami	n/a	John Montroll & Robert J. Lang	1990	Origami Fiddler Crab	origami_Montroll	png	n/a	"I don't have a photo of a completed version of this origami model by John Montroll and Robert J. Lang. Instructions for this advanced model were originally published in their book <em>Origami Sea Life</em> (Dover: 1990), and have been reprinted in their book <em>Sea Creatures in Origami</em> (Dover: 2011)."
origami	n/a	Robert J. Lang	2004	Origami Fiddler Crab (opus 446)	origami_Lang	jpg	n/a	"Origami male fiddler crab by <a href=""http://www.langorigami.com/"">Robert Lang</a>. No instructions provided."
origami	n/a	Brian Chan	2005	Origami Female Fiddler Crab	origami_Chan01	jpg	n/a	"Origami female fiddler crab by <a href=""http://web.mit.edu/chosetec/www/"">Brian Chan</a>. No instructions provided."
origami	n/a	Brian Chan	2005	Origami Male Fiddler Crab	origami_Chan02	jpg	n/a	"Origami male fiddler crab by <a href=""http://web.mit.edu/chosetec/www/"">Brian Chan</a>. No instructions provided."
origami	n/a	Marc Kirschenbaum	2005	Origami Fiddler Crab	origami_Kirschenbaum	png	n/a	I don't have a photo of a completed version of this origami model. Instructions for this model can be found in the proceedings of the 11th Origami Tanteidan Convention (2005).
